                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.91098,                0.55149,                 1.0291,                0.79306,                0.73893,                0.78569,                0.47228,                 1.0818,                0.99358,                 1.0181,               0.002476,               0.002476,               0.002476
                    154,                0.90565,                0.54726,                 1.0293,                0.79274,                0.73926,                0.78568,                0.47239,                 1.0824,                0.98784,                 1.0185,              0.0024265,              0.0024265,              0.0024265
                    155,                0.90872,                0.55224,                 1.0307,                0.79307,                 0.7377,                 0.7859,                0.47241,                 1.0833,                0.98051,                 1.0191,               0.002377,               0.002377,               0.002377
                    156,                0.90212,                0.54539,                 1.0283,                0.78816,                0.74106,                0.78557,                 0.4725,                  1.084,                0.97319,                 1.0196,              0.0023275,              0.0023275,              0.0023275
                    157,                0.90385,                0.54524,                 1.0281,                0.78622,                0.74444,                0.78644,                0.47284,                 1.0844,                0.96395,                 1.0201,               0.002278,               0.002278,               0.002278
                    158,                0.89478,                 0.5416,                 1.0246,                0.78335,                0.74518,                0.78588,                0.47278,                 1.0851,                0.95249,                 1.0205,              0.0022285,              0.0022285,              0.0022285
                    159,                0.88655,                0.53374,                 1.0219,                0.78369,                0.74474,                0.78558,                 0.4729,                 1.0857,                0.94181,                 1.0214,               0.002179,               0.002179,               0.002179
                    160,                0.88188,                0.52966,                 1.0177,                0.78324,                0.74485,                0.78524,                0.47304,                  1.086,                 0.9356,                 1.0219,              0.0021295,              0.0021295,              0.0021295
                    161,                0.88724,                0.53469,                 1.0166,                0.78527,                0.74348,                0.78517,                0.47314,                  1.087,                0.92969,                 1.0229,                0.00208,                0.00208,                0.00208
                    162,                0.87994,                0.52705,                 1.0149,                0.78545,                0.74324,                0.78428,                0.47334,                 1.0877,                0.92152,                 1.0236,              0.0020305,              0.0020305,              0.0020305
                    163,                0.87267,                0.52342,                  1.015,                0.78642,                0.74256,                0.78399,                0.47292,                 1.0885,                0.91471,                 1.0242,               0.001981,               0.001981,               0.001981
                    164,                0.86958,                0.52095,                 1.0118,                0.78679,                 0.7425,                0.78383,                0.47303,                 1.0894,                0.90668,                 1.0247,              0.0019315,              0.0019315,              0.0019315
                    165,                0.86853,                0.51943,                 1.0095,                0.78242,                0.74483,                0.78407,                0.47298,                 1.0898,                0.89979,                 1.0251,               0.001882,               0.001882,               0.001882
                    166,                0.85951,                0.51537,                 1.0056,                0.78426,                0.74357,                0.78401,                0.47294,                 1.0908,                0.89185,                 1.0258,              0.0018325,              0.0018325,              0.0018325
                    167,                0.86158,                0.51096,                 1.0062,                0.78548,                0.74353,                  0.784,                0.47264,                 1.0916,                0.88424,                 1.0264,               0.001783,               0.001783,               0.001783
                    168,                0.85617,                0.50867,                 1.0053,                0.78805,                0.74284,                 0.7842,                0.47266,                  1.092,                   0.88,                 1.0267,              0.0017335,              0.0017335,              0.0017335
                    169,                0.85775,                0.51098,                 1.0049,                0.78754,                0.74318,                0.78367,                0.47291,                 1.0924,                0.87413,                 1.0271,               0.001684,               0.001684,               0.001684
                    170,                0.84712,                0.50719,                 1.0018,                0.78726,                0.74346,                0.78318,                0.47326,                 1.0934,                0.87165,                  1.028,              0.0016345,              0.0016345,              0.0016345
                    171,                 0.8416,                0.49991,                0.99971,                0.78968,                0.74232,                 0.7833,                0.47265,                 1.0942,                0.86659,                 1.0287,               0.001585,               0.001585,               0.001585
                    172,                0.83975,                0.50086,                0.99949,                0.78959,                0.74372,                0.78313,                0.47274,                 1.0949,                0.86248,                 1.0292,              0.0015355,              0.0015355,              0.0015355
                    173,                 0.8363,                0.49694,                 0.9975,                0.78998,                0.74258,                0.78295,                0.47283,                 1.0951,                0.85877,                 1.0298,               0.001486,               0.001486,               0.001486
                    174,                 0.8323,                0.49236,                0.99405,                0.79111,                0.73987,                0.78248,                0.47302,                  1.096,                 0.8545,                 1.0306,              0.0014365,              0.0014365,              0.0014365
                    175,                0.82695,                0.48985,                0.99139,                0.78998,                0.74106,                0.78218,                0.47246,                 1.0965,                0.85025,                 1.0312,               0.001387,               0.001387,               0.001387
                    176,                 0.8223,                0.48772,                0.99156,                 0.7872,                0.74248,                0.78199,                0.47252,                  1.097,                0.84416,                 1.0317,              0.0013375,              0.0013375,              0.0013375
                    177,                0.82114,                0.48196,                0.98881,                0.78983,                0.74151,                0.78131,                0.47194,                 1.0977,                0.83924,                 1.0325,               0.001288,               0.001288,               0.001288
                    178,                 0.8193,                0.48308,                0.99071,                0.79163,                0.74105,                0.78132,                0.47183,                 1.0981,                0.83473,                  1.033,              0.0012385,              0.0012385,              0.0012385
                    179,                0.81646,                0.48281,                0.98903,                0.79131,                0.74166,                0.78051,                0.47176,                 1.0985,                0.82919,                 1.0336,               0.001189,               0.001189,               0.001189
                    180,                 0.8088,                0.47936,                0.98365,                0.79009,                0.74357,                0.78032,                 0.4718,                 1.0986,                 0.8249,                 1.0342,              0.0011395,              0.0011395,              0.0011395
                    181,                0.80714,                0.47563,                 0.9858,                0.78725,                0.74666,                0.78043,                 0.4718,                  1.099,                0.82039,                 1.0346,                0.00109,                0.00109,                0.00109
                    182,                0.80577,                0.47464,                 0.9835,                0.78697,                0.74653,                0.78063,                0.47187,                 1.0995,                0.81717,                 1.0353,              0.0010405,              0.0010405,              0.0010405
                    183,                 0.8006,                0.47325,                0.98179,                 0.7858,                0.74692,                0.78035,                0.47167,                 1.0998,                0.81368,                 1.0359,               0.000991,               0.000991,               0.000991
                    184,                0.79662,                0.46662,                0.98144,                0.79017,                0.74465,                0.78086,                0.47151,                 1.1002,                0.81274,                 1.0364,              0.0009415,              0.0009415,              0.0009415
                    185,                0.79674,                0.46832,                0.98167,                 0.7885,                0.74414,                0.77987,                0.47174,                 1.1006,                0.81112,                 1.0371,               0.000892,               0.000892,               0.000892
                    186,                0.78477,                 0.4599,                0.97697,                0.78867,                0.74335,                0.78021,                0.47171,                 1.1011,                0.80962,                  1.038,              0.0008425,              0.0008425,              0.0008425
                    187,                0.78566,                0.45913,                0.97328,                0.78848,                0.74166,                0.77985,                0.47164,                 1.1018,                0.80724,                 1.0389,               0.000793,               0.000793,               0.000793
                    188,                0.78202,                0.45785,                0.97392,                0.78942,                0.74038,                0.78009,                0.47131,                 1.1023,                0.80526,                 1.0398,              0.0007435,              0.0007435,              0.0007435
                    189,                0.78197,                0.45785,                0.97333,                0.78934,                0.74129,                0.78015,                0.47158,                 1.1028,                0.80272,                 1.0408,               0.000694,               0.000694,               0.000694
                    190,                0.77974,                0.45512,                0.97291,                0.78816,                0.74103,                0.77936,                0.47112,                 1.1035,                0.80056,                 1.0419,              0.0006445,              0.0006445,              0.0006445
                    191,                0.75828,                0.39856,                0.94096,                0.78688,                0.74046,                0.77838,                0.47124,                 1.1041,                0.79859,                 1.0429,               0.000595,               0.000595,               0.000595
                    192,                 0.7444,                0.38469,                0.93581,                0.78878,                0.73727,                0.77738,                0.47102,                 1.1044,                0.79615,                 1.0436,              0.0005455,              0.0005455,              0.0005455
                    193,                0.73044,                0.37679,                 0.9293,                0.78867,                0.73663,                0.77732,                0.47106,                 1.1045,                0.79501,                 1.0443,               0.000496,               0.000496,               0.000496
                    194,                0.72253,                0.37297,                0.92696,                0.78942,                0.73529,                0.77701,                0.47102,                 1.1051,                0.79401,                 1.0454,              0.0004465,              0.0004465,              0.0004465
                    195,                0.71868,                 0.3702,                0.92546,                0.78774,                0.73645,                0.77676,                0.47073,                  1.106,                0.79239,                 1.0467,               0.000397,               0.000397,               0.000397
                    196,                0.71296,                0.36704,                0.92321,                0.78783,                0.73747,                0.77694,                0.47106,                 1.1066,                0.79095,                  1.048,              0.0003475,              0.0003475,              0.0003475
                    197,                0.70105,                0.36212,                0.91664,                 0.7866,                0.73754,                0.77652,                0.47062,                  1.107,                0.78997,                  1.049,               0.000298,               0.000298,               0.000298
                    198,                0.69669,                0.35851,                0.91642,                0.78602,                0.73636,                0.77614,                0.47031,                 1.1078,                0.78925,                 1.0502,              0.0002485,              0.0002485,              0.0002485
                    199,                0.69177,                0.35509,                 0.9149,                0.78571,                0.73644,                 0.7763,                0.47018,                 1.1085,                0.78683,                 1.0519,               0.000199,               0.000199,               0.000199
                    200,                0.69211,                0.35437,                0.91449,                0.78561,                0.73623,                0.77601,                0.47014,                 1.1087,                0.78439,                  1.053,              0.0001495,              0.0001495,              0.0001495
